1.0	7.83	0.3
1.0	47.0	0.3
1.0	5.9	0.3
1.0	15.2	0.3
1.0	7.0	0.3
1.0	25.0	0.3
1.0	50.0	0.3
1.0	568.0	0.3
1.0	1538.0	0.3
1.0	1829.0	0.3
1.0	2726.0	0.3
1.0	3445.0	0.3
1.0	6149.0	0.3
1.0	15.19	0.3
1.0	220.0	0.3
1.0	230.0	0.3
1.0	10000.0	0.3
1.0	880.0	0.3
1.0	787.0	0.3
1.0	727.0	0.3
1.0	1026.0	0.3
1.0	1537.0	0.3
1.0	2029.0	0.3
1.0	1549.0	0.3
1.0	3642.0	0.3
1.0	7055.0	0.3
1.0	8.0	0.3
1.0	20.0	0.3
1.0	26.0	0.3
1.0	33.0	0.3
1.0	39.0	0.3
1.0	45.0	0.3
1.0	78.29	0.3
1.0	140.0	0.3
1.0	200.0	0.3
1.0	300.0	0.3
1.0	330.0	0.3
1.0	450.0	0.3
1.0	783.0	0.3
1.0	900.0	0.3
1.0	2720.0	0.3
1.0	59.3	0.3
1.0	9.0	0.3
1.0	1638.0	0.3
1.0	2444.0	0.3
1.0	3127.0	0.3
1.0	5.8	0.3
1.0	8.01	0.3
1.0	9.6	0.3
1.0	148.0	0.3
1.0	216.0	0.3
1.0	266.0	0.3
1.0	3000.0	0.3
1.0	20000.0	0.3
1.0	10.5	0.3
1.0	360.0	0.3
1.0	9.69	0.3
1.0	120.0	0.3
1.0	9.7	0.3
1.0	13.5	0.3
1.0	7.63	0.3
1.0	10.0	0.3
1.0	20.5	0.3
1.0	3.9	0.3
1.0	4.0	0.3
1.0	50.5	0.3
1.0	6.3	0.3
1.0	2.0	0.3
1.0	657.0	0.3
1.0	5000.0	0.3
1.0	190.0	0.3
1.0	370.0	0.3
1.0	7250.0	0.3
1.0	45750.0	0.3
1.0	120500.0	0.3
1.0	401000.0	0.3
1.0	409310.0	0.3
1.0	552200.0	0.3
1.0	750000.0	0.3
1.0	922530.0	0.3
1.0	1360.0	0.3
